location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Sahakara Nagar,1500.0,2.0,2.0,95.0,3,6333.333333333333
Sahakara Nagar,1100.0,2.0,1.0,56.0,2,5090.909090909091
Sahakara Nagar,1219.0,2.0,2.0,48.0,2,3937.653814602133
Sahakara Nagar,1100.0,2.0,2.0,75.0,3,6818.181818181818
Sahakara Nagar,1150.0,2.0,1.0,54.0,2,4695.652173913043
Sahakara Nagar,1270.0,2.0,1.0,69.85,2,5499.999999999999
Sahakara Nagar,960.0,2.0,3.0,56.0,2,5833.333333333333
Sahakara Nagar,1048.0,2.0,3.0,50.0,2,4770.992366412213
Sahakara Nagar,1160.0,2.0,1.0,55.0,2,4741.379310344828
Sahakara Nagar,1200.0,2.0,2.0,75.0,3,6250.0
Sahakara Nagar,1500.0,3.0,2.0,125.0,3,8333.333333333334
Sahakara Nagar,1100.0,2.0,1.0,55.0,2,5000.0
Sahakara Nagar,1000.0,2.0,1.0,60.0,2,6000.0
Sahakara Nagar,1175.0,2.0,3.0,49.0,2,4170.212765957447
Sahakara Nagar,1370.0,2.0,2.0,90.0,3,6569.343065693431
Sahakara Nagar,1100.0,2.0,1.0,55.0,2,5000.0
Sahakara Nagar,1100.0,2.0,2.0,75.0,3,6818.181818181818
Sahakara Nagar,1180.0,2.0,2.0,72.0,2,6101.6949152542375
Sahakara Nagar,1200.0,2.0,2.0,60.0,2,5000.0
Sahakara Nagar,1032.0,2.0,2.0,45.0,2,4360.46511627907
Sahakara Nagar,1200.0,2.0,0.0,46.0,2,3833.3333333333335
Sahakara Nagar,1270.0,2.0,1.0,96.0,2,7559.055118110236
Sahakara Nagar,1201.0,2.0,3.0,80.0,2,6661.1157368859285
Sahakara Nagar,1200.0,2.0,1.0,54.0,2,4500.0
Sahakara Nagar,1291.0,2.0,2.0,72.3,2,5600.309837335399
Sanjay nagar,1000.0,2.0,2.0,70.0,2,7000.0
Sanjay nagar,1100.0,2.0,2.0,98.0,2,8909.09090909091
Sanjay nagar,1150.0,2.0,3.0,72.2,2,6278.260869565217
Sanjay nagar,630.0,1.0,1.0,35.0,2,5555.555555555556
Sanjay nagar,1450.0,3.0,2.0,75.0,3,5172.413793103448
Sanjay nagar,1200.0,2.0,1.0,76.0,3,6333.333333333333
Sanjay nagar,960.0,2.0,1.0,55.0,2,5729.166666666667
Sanjay nagar,1050.0,2.0,0.0,59.0,2,5619.047619047619
Sanjay nagar,1150.0,2.0,0.0,70.0,2,6086.95652173913
Sanjay nagar,1500.0,3.0,1.0,150.0,3,10000.0
Sanjay nagar,1180.0,2.0,3.0,80.0,2,6779.661016949152
Sarakki Nagar,924.0,2.0,2.0,76.23,2,8250.0
Sarjapur,1600.0,3.0,1.0,75.0,3,4687.5
Sarjapur,913.0,2.0,1.0,32.0,2,3504.9288061336256
Sarjapur,1185.0,2.0,2.0,47.0,2,3966.2447257383965
Sarjapur,900.0,2.0,1.0,42.0,3,4666.666666666667
Sarjapur,1020.0,2.0,2.0,35.0,2,3431.372549019608
Sarjapur,1195.0,2.0,1.0,42.0,2,3514.644351464435
Sarjapur,1240.0,2.0,1.0,44.0,2,3548.3870967741937
Sarjapur,1550.0,2.0,2.0,65.0,4,4193.548387096775
Sarjapur,950.0,2.0,2.0,32.5,2,3421.0526315789475
Sarjapur,1525.0,2.0,2.0,48.0,3,3147.5409836065573
Sarjapur,1000.0,2.0,2.0,30.0,2,3000.0
Sarjapur,1157.0,2.0,1.0,40.0,2,3457.216940363008
Sarjapur,1240.0,2.0,1.0,44.3,2,3572.5806451612902
Sarjapur,625.0,1.0,1.0,19.0,1,3040.0
Sarjapur,913.0,2.0,1.0,36.0,2,3943.0449069003284
Sarjapur,1364.0,2.0,2.0,56.0,3,4105.571847507332
Sarjapur,1044.0,2.0,2.0,32.0,2,3065.1340996168583
Sarjapur,650.0,1.0,2.0,19.87,1,3056.923076923077
Sarjapur,1175.0,2.0,2.0,42.0,2,3574.468085106383
Sarjapur,1240.0,2.0,2.0,43.1,2,3475.8064516129034
Sarjapur,1170.0,2.0,2.0,35.41,3,3026.495726495726
Sarjapur,1032.0,2.0,1.0,42.0,2,4069.767441860465
Sarjapur,535.0,1.0,1.0,20.0,2,3738.3177570093458
Sarjapur,1044.0,2.0,2.0,34.0,2,3256.704980842912
Sarjapur,900.0,2.0,2.0,27.98,2,3108.8888888888887
Sarjapur,850.0,2.0,2.0,32.0,2,3764.705882352941
Sarjapur,1175.0,2.0,1.0,41.68,2,3547.2340425531916
Sarjapur,1575.0,3.0,3.0,55.0,3,3492.063492063492
Sarjapur,920.0,2.0,2.0,33.0,2,3586.9565217391305
Sarjapur,1445.0,3.0,1.0,50.0,3,3460.2076124567475
Sarjapur,1150.0,2.0,1.0,41.0,2,3565.217391304348
Sarjapur,1200.0,2.0,1.0,42.6,2,3550.0
Sarjapur,1333.0,3.0,1.0,50.0,3,3750.9377344336085
Sarjapur,1044.0,2.0,2.0,36.0,2,3448.2758620689656
Sarjapur,950.0,2.0,2.0,35.0,2,3684.2105263157896
Sarjapur,1525.0,2.0,2.0,68.0,3,4459.016393442623
Sarjapur,1095.0,2.0,1.0,45.0,2,4109.58904109589
Sarjapur,1425.0,3.0,2.0,57.0,3,4000.0
Sarjapur  Road,984.0,2.0,1.0,44.28,2,4500.0
Sarjapur  Road,1025.0,2.0,2.0,36.0,2,3512.1951219512193
Sarjapur  Road,1035.0,2.0,2.0,49.2,2,4753.623188405797
Sarjapur  Road,1863.0,3.0,2.0,104.0,4,5582.393988191089
Sarjapur  Road,1000.0,2.0,1.0,67.0,2,6700.0
Sarjapur  Road,1670.0,2.0,3.0,57.0,3,3413.1736526946106
Sarjapur  Road,1195.0,2.0,1.0,70.0,2,5857.740585774059
Sarjapur  Road,1550.0,3.0,3.0,100.0,3,6451.612903225807
Sarjapur  Road,1249.0,3.0,2.0,44.71,3,3579.663730984788
Sarjapur  Road,1210.0,2.0,2.0,58.0,2,4793.388429752066
Sarjapur  Road,1691.0,3.0,2.0,113.0,3,6682.436428149024
Sarjapur  Road,1115.0,2.0,2.0,50.0,2,4484.304932735426
Sarjapur  Road,1403.0,3.0,1.0,55.0,3,3920.1710620099784
Sarjapur  Road,710.0,1.0,1.0,27.0,1,3802.8169014084506
Sarjapur  Road,1403.0,3.0,3.0,51.63,3,3679.9714896650034
Sarjapur  Road,1035.0,2.0,1.0,45.0,2,4347.826086956522
Sarjapur  Road,1128.0,2.0,2.0,59.0,2,5230.49645390071
Sarjapur  Road,1700.0,3.0,3.0,110.0,3,6470.588235294118
Sarjapur  Road,1157.0,2.0,1.0,75.0,3,6482.281763180639
Sarjapur  Road,1282.0,2.0,2.0,72.0,2,5616.224648985959
Sarjapur  Road,1300.0,2.0,2.0,60.0,2,4615.384615384615
Sarjapur  Road,1000.0,2.0,2.0,40.0,2,4000.0
Sarjapur  Road,1050.0,2.0,1.0,62.0,2,5904.761904761905
Sarjapur  Road,1691.0,3.0,2.0,119.0,3,7037.25606150207
Sarjapur  Road,1155.0,2.0,1.0,58.0,2,5021.645021645022
Sarjapur  Road,1233.0,2.0,2.0,77.65,2,6297.6480129764805
Sarjapur  Road,1525.0,2.0,2.0,60.0,3,3934.4262295081967
Sarjapur  Road,1220.0,3.0,2.0,56.0,3,4590.163934426229
Sarjapur  Road,1428.0,2.0,2.0,66.0,3,4621.848739495798
Sarjapur  Road,1255.0,2.0,1.0,92.0,2,7330.677290836654
Sarjapur  Road,1380.0,2.0,1.0,52.0,3,3768.1159420289855
Sarjapur  Road,1403.0,3.0,3.0,51.63,3,3679.9714896650034
Sarjapur  Road,1220.0,3.0,2.0,58.0,3,4754.098360655737
Sarjapur  Road,1220.0,3.0,3.0,56.0,3,4590.163934426229
Sarjapur  Road,1157.0,2.0,1.0,75.0,3,6482.281763180639
Sarjapur  Road,1145.0,2.0,2.0,75.0,2,6550.218340611354
Sarjapur  Road,1300.0,2.0,2.0,70.0,3,5384.615384615385
Sarjapur  Road,1390.0,2.0,2.0,62.0,2,4460.431654676259
Sarjapur  Road,1725.0,3.0,3.0,90.0,3,5217.391304347826
Sarjapur  Road,1084.0,2.0,3.0,55.0,2,5073.8007380073805
Sarjapur  Road,1220.0,3.0,2.0,62.0,3,5081.9672131147545
Sarjapur  Road,1300.0,3.0,2.0,60.0,3,4615.384615384615
Sarjapur  Road,1200.0,3.0,2.0,70.0,3,5833.333333333333
Sarjapur  Road,685.0,1.0,1.0,40.0,1,5839.41605839416
Sarjapur  Road,944.0,2.0,1.0,35.0,2,3707.6271186440677
Sarjapur  Road,915.0,2.0,1.0,38.0,2,4153.005464480874
Sarjapur  Road,858.0,2.0,1.0,31.57,2,3679.4871794871797
Sarjapur  Road,1241.0,2.0,1.0,82.0,2,6607.57453666398
Sarjapur  Road,984.0,2.0,1.0,45.91,2,4665.650406504065
Sarjapur  Road,1400.0,2.0,2.0,68.0,2,4857.142857142857
Sarjapur  Road,835.0,1.0,1.0,46.95,1,5622.754491017964
Sarjapur  Road,1280.0,2.0,1.0,76.0,2,5937.5
Sarjapur  Road,1145.0,2.0,2.0,49.5,2,4323.144104803493
Sarjapur  Road,1470.0,3.0,0.0,62.0,3,4217.687074829932
Sarjapur  Road,1263.0,2.0,1.0,78.0,2,6175.771971496437
Sarjapur  Road,1592.0,3.0,1.0,91.0,3,5716.08040201005
Sarjapur  Road,1016.0,2.0,1.0,45.0,2,4429.133858267716
Sarjapur  Road,1150.0,2.0,2.0,77.0,2,6695.652173913043
Sarjapur  Road,985.0,2.0,1.0,49.0,2,4974.619289340101
Sarjapur  Road,1586.0,3.0,3.0,70.0,3,4413.619167717528
Sarjapur  Road,1260.0,2.0,2.0,53.0,2,4206.349206349207
Sarjapur  Road,1115.0,2.0,1.0,60.0,2,5381.165919282511
Sarjapur  Road,1525.0,2.0,2.0,87.0,3,5704.918032786885
Sarjapur  Road,915.0,2.0,2.0,37.0,2,4043.7158469945357
Sarjapur  Road,715.0,1.0,2.0,29.0,1,4055.944055944056
Sarjapur  Road,1043.0,2.0,1.0,39.5,2,3787.152444870566
Sarjapur  Road,1750.0,3.0,3.0,99.0,3,5657.142857142857
Sarjapur  Road,1145.0,2.0,1.0,62.0,2,5414.847161572053
Sarjapur  Road,1500.0,3.0,2.0,88.0,3,5866.666666666667
Sarjapur  Road,1190.0,2.0,1.0,50.0,2,4201.680672268908
Sarjapur  Road,1067.0,2.0,1.0,60.0,2,5623.242736644798
Sarjapur  Road,1230.0,2.0,1.0,65.0,2,5284.552845528456
Sarjapur  Road,1178.0,2.0,2.0,40.43,2,3432.088285229202
Sarjapur  Road,1278.0,2.0,2.0,90.0,2,7042.2535211267605
Sarjapur  Road,984.0,2.0,1.0,45.91,2,4665.650406504065
Sarjapur  Road,1040.0,2.0,1.0,37.0,2,3557.6923076923076
Sarjapur  Road,1374.0,3.0,2.0,51.0,3,3711.7903930131006
Sarjapur  Road,1000.0,2.0,1.0,38.5,2,3850.0
Sarjapur  Road,1173.0,2.0,2.0,45.75,3,3900.2557544757033
Sarjapur  Road,1120.0,2.0,2.0,50.0,2,4464.285714285715
Sarjapur  Road,1530.0,2.0,2.0,60.0,3,3921.5686274509803
Sarjapur  Road,1700.0,3.0,2.0,93.5,3,5500.0
Sarjapur  Road,1403.0,3.0,1.0,56.0,3,3991.4468995010693
Sarjapur  Road,1060.0,2.0,1.0,55.0,2,5188.679245283019
Sarjapur  Road,1455.0,2.0,1.0,98.0,3,6735.395189003437
Sarjapur  Road,1405.0,3.0,2.0,48.87,3,3478.291814946619
Sarjapur  Road,1115.0,2.0,2.0,50.0,2,4484.304932735426
Sarjapur  Road,1220.0,3.0,2.0,58.0,3,4754.098360655737
Sarjapur  Road,1700.0,3.0,3.0,108.0,3,6352.941176470588
Sarjapur  Road,1489.0,2.0,3.0,82.0,3,5507.051712558764
Sarjapur  Road,1550.0,2.0,2.0,69.75,3,4500.0
Sarjapur  Road,1200.0,2.0,2.0,75.0,2,6250.0
Sarjapur  Road,1115.0,2.0,2.0,50.0,2,4484.304932735426
Sarjapur  Road,920.0,2.0,1.0,40.0,2,4347.826086956522
Sarjapur  Road,1163.0,2.0,2.0,62.0,3,5331.04041272571
Sarjapur  Road,1115.0,2.0,2.0,43.0,2,3856.5022421524664
Sarjapur  Road,1115.0,2.0,2.0,50.0,2,4484.304932735426
Sarjapur  Road,1229.0,2.0,2.0,70.0,2,5695.6875508543535
Sarjapur  Road,1115.0,2.0,1.0,50.0,2,4484.304932735426
Sarjapur  Road,1220.0,3.0,2.0,57.0,3,4672.131147540984
Sarjapur  Road,1050.0,2.0,1.0,63.5,2,6047.619047619048
Sarjapur  Road,1035.0,2.0,2.0,49.0,2,4734.299516908212
Sarjapur  Road,1457.0,3.0,3.0,85.0,3,5833.905284831846
Sarjapur  Road,1350.0,2.0,2.0,68.0,2,5037.037037037037
Sarjapur  Road,1200.0,3.0,2.0,70.0,3,5833.333333333333
Sarjapur  Road,1157.0,2.0,1.0,53.99,3,4666.3785652549695
Sarjapur  Road,1385.0,3.0,1.0,55.0,3,3971.1191335740073
Sarjapur  Road,984.0,2.0,1.0,55.0,2,5589.430894308943
Sarjapur  Road,914.0,2.0,1.0,32.0,2,3501.09409190372
Sarjapur  Road,1864.0,3.0,2.0,105.0,4,5633.0472103004295
Sarjapur  Road,1157.0,2.0,1.0,57.84,3,4999.1356957649095
Sarjapur  Road,1800.0,3.0,1.0,90.0,4,5000.0
Sarjapur  Road,1150.0,2.0,0.0,44.0,2,3826.086956521739
Sarjapur  Road,1691.0,3.0,2.0,113.0,3,6682.436428149024
Sarjapur  Road,1400.0,3.0,2.0,55.0,3,3928.5714285714284
Sarjapur  Road,1220.0,3.0,2.0,56.0,3,4590.163934426229
Sarjapur  Road,1435.0,3.0,2.0,90.0,3,6271.777003484321
Sarjapur  Road,1194.0,2.0,1.0,51.0,2,4271.356783919598
Sarjapur  Road,1262.0,2.0,2.0,67.0,2,5309.033280507131
Sarjapur  Road,1693.0,3.0,2.0,125.0,3,7383.343177790904
Sarjapur  Road,1660.0,3.0,2.0,116.0,3,6987.951807228916
Sarjapur  Road,1060.0,2.0,1.0,50.0,2,4716.981132075472
Sarjapur  Road,984.0,2.0,1.0,45.91,2,4665.650406504065
Sarjapur  Road,1525.0,2.0,2.0,65.0,3,4262.295081967213
Sarjapur  Road,1059.0,2.0,2.0,68.0,2,6421.152030217186
Sarjapur  Road,1577.0,3.0,2.0,65.0,3,4121.750158528852
Sarjapur  Road,1157.0,2.0,1.0,74.0,3,6395.851339671564
Sarjapur  Road,1691.0,3.0,3.0,120.0,3,7096.392667060911
Sarjapur  Road,1763.25,3.0,3.0,98.0,3,5557.918616191691
Sarjapur  Road,1550.0,2.0,2.0,98.0,3,6322.580645161291
Sarjapur  Road,1145.0,2.0,2.0,49.5,2,4323.144104803493
Sarjapur  Road,534.0,1.0,1.0,19.65,1,3679.775280898876
Sarjapur  Road,1450.0,2.0,1.0,75.0,3,5172.413793103448
Sarjapur  Road,984.0,2.0,1.0,59.0,2,5995.934959349594
Sarjapur  Road,1489.0,3.0,2.0,88.0,3,5910.006715916723
Sarjapur  Road,1242.0,2.0,1.0,75.0,2,6038.647342995169
Sarjapur  Road,1700.0,3.0,2.0,93.5,3,5500.0
Sarjapur  Road,1691.0,3.0,2.0,93.01,3,5500.295683027794
Sarjapur  Road,1028.0,2.0,1.0,56.0,2,5447.470817120623
Sarjapur  Road,1181.0,2.0,1.0,65.0,3,5503.81033022862
Sarjapur  Road,1691.0,3.0,2.0,100.0,3,5913.660555884092
Sarjapur  Road,1026.0,2.0,1.0,60.55,2,5901.559454191033
Sarjapur  Road,1157.0,2.0,1.0,72.0,3,6222.990492653414
Sarjapur  Road,1019.0,2.0,1.0,62.0,2,6084.396467124632
Sarjapur  Road,691.0,1.0,1.0,31.1,1,4500.723589001447
Sarjapur  Road,994.0,2.0,2.0,45.0,2,4527.162977867203
Sarjapur  Road,1130.0,2.0,2.0,55.0,2,4867.256637168141
Sarjapur  Road,1525.0,2.0,2.0,65.0,3,4262.295081967213
Sarjapur  Road,970.0,2.0,1.0,36.0,2,3711.340206185567
Sarjapur  Road,1045.0,2.0,2.0,42.15,2,4033.492822966507
Sarjapur  Road,984.0,2.0,1.0,45.91,2,4665.650406504065
Sarjapur  Road,675.0,1.0,1.0,27.0,1,4000.0
Sarjapur  Road,1691.0,3.0,2.0,119.0,3,7037.25606150207
Sarjapur  Road,1525.0,2.0,3.0,63.0,3,4131.147540983607
Sarjapur  Road,1222.0,2.0,1.0,68.0,3,5564.648117839607
Sarjapur  Road,1242.0,2.0,1.0,78.0,2,6280.193236714976
Sarjapur  Road,1665.0,3.0,2.0,74.93,3,4500.3003003003005
Sarjapur  Road,1129.0,2.0,1.0,69.0,2,6111.603188662533
Sarjapur  Road,1180.0,2.0,2.0,45.0,3,3813.5593220338983
Sarjapur  Road,1034.0,2.0,1.0,38.0,2,3675.0483558994197
Sarjapur  Road,1113.0,2.0,1.0,44.5,2,3998.2030548068283
Sarjapur  Road,1157.0,2.0,1.0,75.0,3,6482.281763180639
Sarjapur  Road,1323.0,2.0,2.0,74.0,2,5593.348450491308
Sarjapur  Road,1505.0,2.0,2.0,60.0,3,3986.7109634551493
Sarjapur  Road,1314.0,2.0,2.0,70.44,3,5360.730593607306
Sarjapur  Road,702.0,1.0,0.0,35.8,1,5099.715099715099
Sarjapur  Road,1115.0,2.0,1.0,50.0,2,4484.304932735426
Sarjapur  Road,1200.0,2.0,2.0,44.0,3,3666.6666666666665
Sarjapur  Road,1270.0,2.0,1.0,54.0,3,4251.968503937008
Sarjapur  Road,1026.0,2.0,2.0,60.8,2,5925.925925925926
Sarjapur  Road,1025.0,2.0,2.0,45.5,2,4439.024390243902
Sarjapur  Road,1216.0,2.0,2.0,70.0,2,5756.578947368421
Sarjapur  Road,1112.0,2.0,1.0,62.0,2,5575.5395683453235
Sarjapur  Road,1273.0,2.0,2.0,60.0,2,4713.275726630008
Sarjapur  Road,1157.0,2.0,1.0,69.0,3,5963.699222126188
Sarjapur  Road,1000.0,2.0,2.0,40.0,2,4000.0
Sarjapur  Road,1026.0,2.0,1.0,60.8,2,5925.925925925926
Sarjapur  Road,1150.0,2.0,1.0,48.5,2,4217.391304347826
Sarjapur  Road,475.0,1.0,1.0,26.0,1,5473.684210526316
Sarjapur  Road,1197.0,2.0,1.0,56.86,2,4750.208855472013
Sarjapur  Road,1194.0,2.0,1.0,57.0,2,4773.869346733668
Sarjapur  Road,984.0,2.0,1.0,45.75,2,4649.390243902439
Sarjapur  Road,1105.0,2.0,2.0,40.0,2,3619.9095022624433
Sarjapur  Road,1140.0,2.0,1.0,40.0,2,3508.7719298245615
Sarjapur  Road,1290.0,2.0,2.0,88.0,2,6821.705426356589
Sarjapur  Road,1044.0,2.0,2.0,55.0,2,5268.199233716475
Sarjapur  Road,1600.0,3.0,1.0,85.0,3,5312.5
Sarjapur  Road,1691.0,3.0,2.0,119.0,3,7037.25606150207
Sarjapur  Road,1309.0,2.0,3.0,69.5,2,5309.396485867074
Sarjapur  Road,1691.0,3.0,2.0,100.0,3,5913.660555884092
Sarjapur  Road,1565.0,3.0,2.0,78.0,3,4984.025559105431
Sarjapur  Road,1035.0,2.0,1.0,47.0,2,4541.062801932367
Sarjapur  Road,1115.0,2.0,2.0,50.0,2,4484.304932735426
Sarjapur  Road,1112.0,2.0,1.0,58.0,2,5215.827338129497
Sarjapur  Road,1132.0,2.0,1.0,70.0,2,6183.745583038869
Sarjapur  Road,1380.0,2.0,2.0,55.0,3,3985.5072463768115
Sarjapura - Attibele Road,1329.0,2.0,2.0,45.95,3,3457.486832204665
Sarjapura - Attibele Road,1676.0,3.0,3.0,52.0,3,3102.6252983293557
Sarjapura - Attibele Road,1073.0,2.0,2.0,31.77,2,2960.857409133271
Sarjapura - Attibele Road,1090.0,2.0,1.0,37.0,2,3394.4954128440368
Sarjapura - Attibele Road,1126.0,2.0,1.0,36.0,2,3197.158081705151
Sarjapura - Attibele Road,740.0,1.0,1.0,23.65,1,3195.945945945946
Sarjapura - Attibele Road,1555.0,3.0,3.0,52.0,3,3344.051446945338
Sector 2 HSR Layout,1296.0,2.0,1.0,75.0,2,5787.037037037037
Sector 2 HSR Layout,794.0,1.0,1.0,60.0,1,7556.675062972292
Sector 2 HSR Layout,1143.0,2.0,2.0,65.0,2,5686.789151356081
Sector 2 HSR Layout,794.0,1.0,2.0,65.0,1,8186.39798488665
Sector 2 HSR Layout,1146.0,2.0,3.0,55.0,2,4799.301919720768
Sector 2 HSR Layout,1332.0,2.0,2.0,101.0,2,7582.582582582582
Sector 2 HSR Layout,1515.0,2.0,3.0,69.0,3,4554.455445544554
Sector 2 HSR Layout,1600.0,3.0,2.0,90.0,3,5625.0
Sector 2 HSR Layout,1095.0,2.0,1.0,85.41,2,7800.0
Sector 2 HSR Layout,1231.0,2.0,3.0,66.0,2,5361.494719740049
Sector 7 HSR Layout,900.0,4.0,0.0,90.0,5,10000.0
Sector 7 HSR Layout,1163.0,2.0,2.0,98.86,2,8500.42992261393
Sector 7 HSR Layout,1163.0,2.0,1.0,98.86,2,8500.42992261393
Sector 7 HSR Layout,1342.0,2.0,2.0,115.0,2,8569.29955290611
Sector 7 HSR Layout,1162.0,2.0,2.0,98.77,2,8500.0
Seegehalli,901.0,2.0,1.0,35.14,2,3900.110987791343
Seegehalli,1150.0,2.0,2.0,42.9,3,3730.4347826086955
Seegehalli,800.0,1.0,0.0,50.0,2,6250.0
Seegehalli,1525.0,3.0,2.0,65.0,3,4262.295081967213
Seegehalli,1118.0,2.0,2.0,37.5,2,3354.2039355992843
Seegehalli,1200.0,2.0,0.0,62.0,3,5166.666666666667
Seegehalli,1155.0,2.0,0.0,72.0,2,6233.766233766234
Seegehalli,1096.0,2.0,1.0,41.0,2,3740.875912408759
Seegehalli,1420.0,2.0,2.0,46.0,3,3239.43661971831
Seegehalli,1553.0,3.0,3.0,68.0,3,4378.62202189311
Seegehalli,1134.0,2.0,2.0,45.0,2,3968.253968253968
Seegehalli,1683.0,3.0,3.0,80.0,3,4753.416518122401
Seegehalli,1176.0,2.0,2.0,50.0,2,4251.700680272109
Shampura,375.0,2.0,0.0,26.0,1,6933.333333333333
Shampura,1200.0,2.0,3.0,53.0,2,4416.666666666667
Shampura,700.0,1.0,2.0,35.0,2,5000.0
Shampura,1400.0,3.0,1.0,70.0,3,5000.0
Shampura,1475.0,3.0,3.0,78.0,3,5288.135593220339
Shampura,1150.0,6.0,2.0,75.0,6,6521.739130434783
Shampura,1700.0,3.0,3.0,75.0,3,4411.764705882353
Shivaji Nagar,850.0,2.0,2.0,55.0,2,6470.588235294118
Shivaji Nagar,1554.0,3.0,3.0,130.0,2,8365.508365508365
Shivaji Nagar,550.0,1.0,1.0,27.0,2,4909.090909090909
Shivaji Nagar,703.0,2.0,1.0,49.5,2,7041.251778093883
Shivaji Nagar,1460.0,2.0,1.0,90.0,3,6164.3835616438355
Shivaji Nagar,600.0,1.0,1.0,65.0,2,10833.333333333334
Shivaji Nagar,1226.0,2.0,2.0,60.0,3,4893.964110929854
Singasandra,1010.0,2.0,1.0,29.5,2,2920.792079207921
Singasandra,1440.0,2.0,3.0,65.0,3,4513.888888888889
Singasandra,600.0,2.0,1.0,36.5,2,6083.333333333333
Singasandra,1100.0,2.0,1.0,52.0,2,4727.272727272727
Singasandra,1306.0,2.0,2.0,58.0,3,4441.04134762634
Singasandra,1300.0,2.0,2.0,65.0,2,5000.0
Singasandra,1464.0,3.0,2.0,56.0,3,3825.136612021858
Singasandra,1010.0,2.0,1.0,40.0,2,3960.3960396039606
Singasandra,1375.0,2.0,3.0,58.0,2,4218.181818181818
Singasandra,1120.0,2.0,1.0,60.0,2,5357.142857142857
Singasandra,1099.0,2.0,1.0,37.5,2,3412.1929026387625
Singasandra,600.0,1.0,0.0,45.0,1,7500.0
Singasandra,600.0,1.0,0.0,45.0,1,7500.0
Singasandra,1510.0,3.0,2.0,75.0,3,4966.887417218543
Singasandra,1179.0,2.0,2.0,56.0,2,4749.787955894826
Singasandra,1476.0,2.0,1.0,73.0,3,4945.79945799458
Singasandra,1139.7,2.0,1.0,45.0,2,3948.407475651487
Singasandra,1465.0,2.0,3.0,60.0,2,4095.563139931741
Singasandra,1464.0,3.0,2.0,56.0,3,3825.136612021858
Singasandra,1653.0,3.0,2.0,85.0,3,5142.165759225651
Somasundara Palya,1255.0,2.0,2.0,67.0,2,5338.645418326693
Somasundara Palya,1570.0,3.0,3.0,68.0,3,4331.210191082802
Somasundara Palya,1260.0,2.0,1.0,60.0,2,4761.9047619047615
Somasundara Palya,1033.0,2.0,2.0,48.0,2,4646.660212971927
Somasundara Palya,1329.0,2.0,2.0,70.0,2,5267.11813393529
Somasundara Palya,1185.0,2.0,3.0,70.0,2,5907.172995780591
Somasundara Palya,1575.0,3.0,3.0,68.0,3,4317.460317460317
Somasundara Palya,1600.0,3.0,3.0,68.0,3,4250.0
Somasundara Palya,1600.0,3.0,3.0,69.0,3,4312.5
Somasundara Palya,1600.0,3.0,3.0,69.0,3,4312.5
Sompura,825.0,2.0,1.0,33.0,2,4000.0
Sompura,1025.0,2.0,0.0,37.0,3,3609.756097560976
Sompura,1020.0,2.0,3.0,41.0,2,4019.607843137255
Sompura,1126.0,2.0,2.0,39.0,2,3463.587921847247
Sompura,825.0,2.0,1.0,32.0,2,3878.787878787879
Sompura,1360.0,2.0,3.0,45.0,3,3308.823529411765
Sompura,1350.0,2.0,2.0,47.0,3,3481.4814814814813
Sonnenahalli,1415.0,2.0,1.0,55.0,3,3886.9257950530036
Sonnenahalli,896.0,2.0,1.0,43.75,2,4882.8125
Sonnenahalli,1120.0,2.0,2.0,43.0,2,3839.285714285714
Sonnenahalli,1100.0,2.0,1.0,44.0,2,4000.0
Sonnenahalli,1011.0,2.0,1.0,50.53,2,4998.021760633037
Sonnenahalli,614.5,1.0,0.0,30.715,1,4998.372660699756
Sonnenahalli,1484.0,3.0,1.0,74.18,3,4998.652291105122
Sonnenahalli,1610.0,3.0,2.0,80.48,3,4998.757763975155
Sonnenahalli,1415.0,2.0,1.0,65.0,3,4593.639575971732
Sonnenahalli,1268.0,2.0,1.0,58.0,2,4574.132492113565
Sonnenahalli,1268.0,2.0,1.0,56.0,2,4416.403785488959
Sonnenahalli,605.0,1.0,1.0,30.24,1,4998.347107438017
Sonnenahalli,1484.0,3.0,1.0,75.0,3,5053.908355795148
Subramanyapura,929.0,2.0,0.0,50.17,2,5400.4305705059205
Subramanyapura,1200.0,2.0,2.0,52.0,2,4333.333333333333
Subramanyapura,975.0,2.0,1.0,65.0,2,6666.666666666667
Subramanyapura,975.0,2.0,1.0,58.0,2,5948.717948717948
Subramanyapura,1277.0,2.0,2.0,55.0,2,4306.969459671104
Subramanyapura,985.0,2.0,1.0,58.0,2,5888.324873096447
Subramanyapura,1245.0,2.0,1.0,68.0,3,5461.847389558233
Subramanyapura,1313.0,2.0,2.0,73.0,2,5559.786747905559
Subramanyapura,1130.0,2.0,3.0,45.19,3,3999.1150442477874
Subramanyapura,1313.0,2.0,2.0,66.5,2,5064.737242955065
Subramanyapura,1255.0,2.0,2.0,79.0,3,6294.820717131474
Subramanyapura,1050.0,2.0,3.0,41.0,2,3904.7619047619046
Subramanyapura,1330.0,3.0,2.0,72.0,3,5413.533834586467
Subramanyapura,929.0,2.0,1.0,48.0,2,5166.846071044133
Subramanyapura,975.0,2.0,1.0,63.0,2,6461.538461538462
Subramanyapura,950.0,2.0,1.0,55.0,2,5789.473684210527
Subramanyapura,929.0,2.0,1.0,56.0,2,6027.9870828848225
Subramanyapura,975.0,2.0,1.0,65.0,2,6666.666666666667
Subramanyapura,1260.0,2.0,2.0,76.0,3,6031.746031746032
